FID,area,perimeter,distance
27367,7734.195116,346.457939,1782.915979
27368,20074.06917,776.3963326,3232.096116
27402,343035.138,9691.246946,318.082596
27674,11806176.47,29667.58332,2089.803953
27871,61681.42998,1474.416858,13959.02339
27872,68020.22819,1370.371372,12481.83567
27873,12553.97962,571.2982535,14689.41584
27921,2465.262917,207.8219608,42561.30116
27929,248738.4342,3393.740376,91.55357447
27966,148715.2206,2222.626427,5897.903017
27972,17624.53552,557.7000418,74.99790926
27973,18733.20408,571.082,318.5771697
27976,1394.772657,150.638534,209.0469824
27977,1503.070107,151.2233789,128.9627384
27978,1135.288048,141.5280623,155.8101923
27979,2948.458377,218.0252645,241.8723285
27980,15318.49877,617.465385,100.4131506
28239,15791.28131,500.6954887,4201.536621
28240,18684987.63,24707.73946,3785.377185
28241,10531.1207,682.588718,4682.845387
28242,20026.40864,582.1817617,1258.49184
28243,75985.28571,1187.489814,4323.823067
28244,52129.79958,1358.827412,42.1118635
28402,106616.9831,1994.378545,1023.282462
28403,155719.4059,2453.670775,773.5093927
28404,81613.34868,1701.552873,75.23846635
28405,18507248.03,36544.56844,16475.39353
28516,652601.0531,3045.978077,258.7891278
28522,16567.76134,1392.670973,86.73656236
28524,19238.17127,768.1660801,194.1301037
28525,13809.63372,561.35471,81.60265771
28526,45226.16473,949.4316952,218.8268969
28527,273568.675,3884.648733,391.3529867
28528,13213.48829,583.7328564,76.19809728
28529,30187.584,836.3729025,51.00534772
28530,583241.2887,4402.633996,483.1324934
28531,48321.09038,1311.987589,285.4586635
28549,306100.8608,2310.368245,572.6676596
28551,78800.55349,1254.658021,238.3730061
28552,68251.41958,1047.819484,17168.32211
28553,93704.64698,1498.647273,1324.735946
28554,40327595.42,56025.7089,7382.531054
28555,540651.4433,3805.463174,581.7191891
28556,859002.4876,5534.345154,3366.94083
28557,59977.22524,1158.844989,3454.931257
28558,737916.5673,5540.404457,21489.50078
28559,59946.2358,1024.614494,746.4473955
28560,9703894.23,21936.48079,2452.910144
28561,42644.93397,999.2412153,2873.749498
28562,208653.3871,1962.090207,4330.837801
28563,29384.6603,675.2942714,6.172238983
28564,39092.09642,822.1537388,214.6790992
28565,97718.53696,1421.356612,23921.28636
28566,122020.1774,1377.255794,12065.07751
28567,603608.0041,4432.668279,17125.05657
28568,254062.1346,2748.908843,2003.402968
28569,1487764.8,6247.8824,4362.066281
28570,17849.55524,572.8699346,18906.40151
28571,23827.41894,683.5853025,17389.93209
28572,4464863.522,19607.04163,14624.95687
28573,320546.5202,2923.536352,15132.83997
28574,331763.7704,2359.751012,14539.5943
28575,24394.98584,667.68085,27927.45934
28576,69590.88709,1126.185169,12313.65704
28577,183945.5599,1678.669837,27145.7821
28578,1889.868662,172.3025438,101.8539156
28579,1063427.3,5152.167916,19575.44071
28580,2081624.504,8484.327704,2422.065076
28581,1589947.982,9004.33863,1835.174675
28582,124364.2568,1411.057603,2886.075567
28583,171563.9054,2185.455693,689.805649
28584,2647998.654,8730.772562,2624.016044
28585,2246.541869,207.4512122,13521.14897
28586,24099.37402,647.6563054,2598.484108
28587,63350.59311,1097.08679,18333.80297
28588,349884.1968,2511.74329,9519.74882
28589,39867.27005,1088.022046,2637.90246
28590,18450.77997,562.1335713,435.3758027
28591,369815.5351,3340.828203,13484.67569
28592,18016.5101,639.4453958,17967.35111
28621,386671.7733,3607.024857,241.0432164
28627,10665.07045,512.5614176,31.30831224
28665,6506.610396,375.2563978,493.6537913
28706,23010.42463,711.9805173,7006.932382
28707,8244.996525,369.4312656,14218.52919
28734,22046526.3,54058.51488,282.7841241
28735,80204.86376,1960.385807,984.1533316
28736,242552.989,2105.522325,111.1892595
28739,1361278.965,5894.312949,669.3177469
28740,180478850.2,94119.25321,21032.47925
28741,87896.83446,1828.735777,20350.72558
28750,13648.82081,503.3708689,397.7311534
28756,96702.71433,2515.253466,342.3743458
28767,111450.0705,1444.20295,80.96105809
28773,23789.71292,750.4927784,12.27008287
28774,31455.23362,727.7726388,30.92777569
28775,249926.6872,1892.516322,61.60929148
28831,8452.05161,440.1717185,21.69250983
28832,5400.52084,308.1063377,131.528745
28833,19118.59443,1497.558832,12375.92577
30051,54003247.17,39375.49648,115.8115721
30054,11378.40869,556.1178451,399.5573037
30120,19278.85744,620.5816617,145.7210336
30121,44169.17376,1496.792879,5095.620683
30177,951540.0257,8140.90732,133.8066934
30249,13509.90946,576.5550228,636.1247431
30250,51190.9211,1148.924817,2596.131938
30251,22389.67669,746.6744167,3916.712777
30253,196042.828,1968.273918,130.7177202
30261,5989.556094,400.5883162,25350.64713
30262,3066.585943,261.7342256,25551.49849
30307,106860.8581,1583.29318,26288.47671
30308,208118.1948,1899.716212,25624.22841
30309,134762.6728,1896.978083,264.9841398
30310,23583.69535,764.2486827,22431.34597
30311,6584586.749,17884.40237,114.248463
30312,278876.7603,2076.678792,858.3566839
30313,27327.23399,642.2726691,1737.444231
30314,8576.048249,341.6006401,838.1589344
30315,7619.329226,333.3336875,862.2933822
30316,1820.141154,165.835836,1432.425672
30322,6922.979337,327.4913996,2099.122563
30323,5299.682684,292.5109609,1945.011754
30324,22302.80392,613.6635019,904.8988372
30456,24092.71603,653.2929298,6103.251715
30457,181952.4831,1792.50583,13074.79033
30458,70793.54182,1055.515702,16098.28993
30459,14094.4836,618.2830411,14395.69273
30463,8874.268207,343.9178513,20177.64035
30464,8185.11532,393.1888165,17958.61901
30465,3241.735614,281.5331852,20581.15865
31183,25974.68634,836.0147028,28866.39614
33909,825.8732197,114.9520406,5613.188997
34050,7683117.544,16128.11772,55.15864996
34181,138021.2322,2707.619293,477.1698468
34182,73028.35914,1467.536584,206.7877616
34194,127960.2027,2839.710894,44.29747774
34195,97353.60719,2189.783536,43.49047167
34196,118780.5603,2698.680525,40.9319811
34197,110959.4464,2411.93106,259.4000539
40757,345702.2985,3133.73737,1122.691118
40769,213099.2751,2997.007105,21030.58788
40770,197646.3165,1966.592186,22526.56682
40771,270412.5472,2642.806122,18990.41078
40772,586624.2026,6598.443669,14211.22181
40773,3308.854534,230.1032317,156.7618841
40774,36957.99302,1436.95642,1277.090704
40775,6288.502516,358.7301013,160.422086
46188,810.738966,114.0076596,89.8436775
46189,117572.9103,1812.905358,727.6441473
46190,7726.198374,374.2341254,50.53028001
46191,39094038.43,43246.73922,28104.86143
46192,9812.257648,499.391974,26.19194312
46193,3689.663186,309.6939537,27.89450816
46194,178530.0868,2050.26298,1955.267602
46195,3250.019836,228.0553309,141.7163383
46196,2964.915604,212.7488974,35.35931656
46198,18520.65751,722.3203795,113.2337056
46199,2991.288543,237.049,324.2210121
53329,541680.1474,7228.024537,7209.844763
53330,413057.1009,6034.279613,32401.69355
53365,145708.1553,1704.713343,23623.44892
53366,8159.580799,505.6002701,32176.74306
53367,41292.02618,920.2546461,39425.89888
53368,80820.4932,1327.664001,23463.40895
53369,442578.7354,3530.263753,14662.19244
53370,435890.7621,7499.413483,182.8713773
53371,31114.01747,743.1690177,90080.77979
53372,31925.20694,964.7654108,88635.38477
53373,438615.2216,3980.085496,32293.87321
53374,13644.65466,744.1870929,36221.60026
53375,44749.45482,1305.121742,86.83758592
53376,16272.77355,578.40938,147.746471
53377,18491.42445,626.9626626,117.984606
53378,33768.21285,1414.231336,140.70639
53379,229676.1788,2972.427722,68.45096343
53380,1472833.559,5376.782916,179.4418291
53381,677535.2115,3833.371565,85.25378888
53382,6678483.643,12226.42678,78.63894739
53383,196348777.1,159237.1259,118.4319275
53384,3525001.883,8419.289784,255.0927484
53385,11257131.75,18792.01825,108.5784727
53386,1860023.596,6895.442989,3413.77575
53387,735523.8612,3606.51215,3896.884808
53388,142320.8996,1663.331327,161.4157646
53389,56519.2308,2660.250387,510.5795789
53390,126808.9285,2610.765923,87.43577983
53412,11055.45724,459.8385768,358.8234921
53448,1202754.165,4398.712856,29.26688998
53449,384428.7203,2386.423768,56.46229605
53450,1461890.423,6666.054199,51.20684569
53451,8297154.842,16228.39345,36.8910867
53452,1168875.549,6856.924329,251.7959919
53453,2006701.041,6346.706797,50.43587178
53454,52029719.12,48851.31509,145.0242069
53455,5242520.835,16147.10404,50.27969904
53456,3127026.797,10723.12215,129.030787
53457,34928.30124,965.3212338,2288.582192
53458,78646.42019,1887.443488,62.53620155
53682,16016.34552,1177.353026,1253.806056
53683,65945.65145,1154.330901,46.69146519
53684,28630.46218,750.0358211,1105.981255
53685,44081.06717,765.6077383,2716.744516
53686,11978.99284,440.6592893,19519.28311
53745,574098.9175,4831.487368,44480.80273
53746,20943.81082,783.4063072,45800.27297
53747,193757.7368,2690.769686,46533.57587
53748,28801.16917,743.0990488,46992.79052
53749,316816.7244,3215.373942,47980.81969
53750,273456.6301,2789.240557,51567.00684
53751,24686.82909,715.4179907,47252.42447
53752,13465.57325,560.484125,47424.52531
53753,17206.44138,561.6077263,48149.01848
53754,10847.12262,602.163499,48703.73905
53755,4489.146651,282.2843635,50508.68765
53756,6359.531238,400.6197065,52003.42388
53757,260920.4615,3115.652636,89596.69196
53758,54144.74953,1163.497871,90976.56902
53759,17177.04884,525.6614071,91847.64699
53760,145959.4802,1735.434519,88354.7121
53761,575049.1631,3398.338063,111403.7766
53762,614142.4609,5183.175101,114326.0314
53763,467323.2,4210.092537,113384.3319
53764,237948.6275,2237.312896,115432.8002
53765,80194.5105,1135.338385,113406.7682
53766,73850.48829,1156.811036,110300.8855
53767,226029.2134,2618.965517,101038.5674
53768,87664.17243,1269.811753,102921.4674
53769,377612.7138,3163.576617,112903.2213
53770,42915.11448,1276.672633,113510.9173
53771,21266.11684,691.1736147,115307.0684
53772,13431.50977,582.045279,115198.681
53773,141378.8888,1683.396992,83197.56658
53774,94761.03651,1280.486004,87973.12602
53775,108932.8298,1391.337301,91914.07355
53776,108569.598,1514.18778,95032.45759
53777,29470.8419,1049.213145,95516.82409
53778,18662.12378,776.8690997,111372.0786
53779,17542.76899,622.9249128,112071.6036
54020,69752.96797,1033.716807,356.8443335
54021,27754.3108,735.8953766,407.1015846
54022,39004.46258,791.8156327,1349.656241
54023,41630.30756,927.1741902,772.8329519
54024,74256.54605,1574.407406,356.7292829
54025,1012110.897,6712.466959,276.6163489
54026,24005.08287,645.8283809,548.3227037
54027,6751.637649,343.8996831,151.3203531
54028,16503.95353,568.3403619,760.0898033
54029,6001.119949,340.7301567,446.9070315
54030,25131.10457,651.0889421,1521.59457
54031,31510.9947,713.2318592,238.8963288
54032,19881.54399,803.6435844,251.2228474
54033,46891.24553,952.4223654,543.1690464
54034,145299.7807,1763.868487,2460.694663
54035,55573.24784,972.2371181,645.0345589
54036,47309.66597,895.904884,2222.51911
54037,28156.9971,682.1109171,4960.586277
54038,15022.49391,708.8424358,1124.284745
54039,6759.780662,407.8127957,1361.543861
54040,131659.9414,2366.523841,1217.097133
54041,105560.1583,1749.477645,1461.781033
54042,13239.86703,677.7836702,640.3254855
54043,46597.176,1062.898926,1628.837198
54044,15680.97222,590.3104146,427.4989162
54045,11272.58964,432.1360549,1339.272084
54046,148102.0704,2106.035742,280.2158927
54047,81346.4555,1217.008154,47.00152118
54048,535267.8225,3033.005382,383.8558918
54049,6810812.417,14309.82189,228.0449673
54050,4565532.879,10983.07005,308.622445
54323,4468.529603,388.9778602,3246.32199
54324,42195.44479,799.6751442,7820.481307
54325,37087.04461,1085.939222,7617.334185
54326,34746.50511,849.2613756,4017.218917
54327,13002.06155,584.125839,3617.381242
54328,33855.50178,686.695908,2502.372984
54329,31354.15532,1141.608443,7289.438535
54330,15351.91043,514.846248,22.1769533
54331,1079176.561,6821.711015,6140.211874
54332,36492.56764,888.6514636,9.877408118
54333,52113.58021,1143.59041,6807.398293
54334,9426.233691,614.3205122,595.7369351
54335,38558.94082,865.4797977,2256.399908
54336,242422.8054,3595.035233,863.0835349
54337,28979.82175,668.6120466,2902.989151
54338,803462.1229,5033.155255,1164.613828
54339,18388.344,549.8341086,1666.161937
54340,25241.90048,772.0303791,5505.765745
54341,134675.1931,2230.174265,20416.92251
54342,21188.99364,810.2187592,11440.77076
54343,364017.1462,3347.630459,14270.12013
54344,300647.5272,2428.45357,6135.498244
54345,5780.489272,432.3448557,15696.88848
54346,899060.0722,6458.619279,14744.82324
54347,100712.5866,1936.183499,7523.653057
54348,35147.66819,1227.5733,16299.12305
54349,138678.448,2042.335109,6213.910653
54350,85164.69645,1309.558168,20589.65013
54351,121870.2743,1645.270995,5067.425005
54352,197653.2489,2819.200914,4996.434285
54353,21945.09117,744.1132757,5561.472545
54354,26371.42622,716.8970286,14014.46616
54355,298878.7462,2750.58744,7378.387055
54356,219825.6854,2007.924459,4790.030525
54357,189624.6998,2277.82521,26609.13142
54358,34893.58516,870.7008054,4325.036748
54359,37597.00611,779.5404953,20897.56091
54360,12212.0154,534.3954349,7614.460699
54361,18298.1652,631.5631205,5574.117626
54362,57682.68949,1401.911022,13158.63123
54363,22079.09525,693.8936369,14949.09186
54364,72400.77371,1475.695005,8177.223971
54365,59955.478,1185.539545,11080.45834
54610,267273.2857,2033.893959,6896.307356
54611,789428.5658,4584.388466,3747.274231
54612,73489.08622,1411.592989,12331.05767
54613,3376920.195,11255.1173,54458.49937
54614,246182.4313,1922.859374,10280.91449
54615,630822883.6,221470.7268,1503.619572
54616,2387.342302,222.6900745,40946.12546
54617,284106.8958,2240.186782,29005.22788
54618,14329.68229,481.7216336,19447.49651
54619,57335.29994,1408.875696,15466.8232
54620,123112.4547,1934.301659,7825.274207
54621,276192.4856,4052.140971,2101.646038
54622,3770.695123,242.0678315,42.30562296
54623,18470.83832,1356.478013,1541.848802
54624,28109.60131,910.7845999,349.5044584
54625,29963.37121,885.8993533,84.40406814
54626,68554.38278,1077.666059,7692.711015
54627,328622.4863,8774.029915,464.7050381
54628,367608.3885,2851.408635,7329.399442
54629,43894.74603,1075.90937,94.26070061
54630,32381.71397,837.3349483,7228.472486
54631,3052.782241,329.5188071,56944.97591
54632,171853.3177,2346.951631,1043.78465
54633,24091.45607,618.2338195,51076.37826
54634,47894.0936,1409.961018,58935.48095
54635,291379.8773,2226.488048,12183.43361
54636,207950.9085,1961.120262,9510.506271
54637,9157.634881,441.0838015,59794.09492
54638,287577.0102,1963.744368,9470.612155
54639,532564.1339,3267.083631,23484.98375
54640,1673638.574,6447.183603,4241.799005
54641,636208.4369,3462.044005,9168.99177
54642,42780.69369,848.3240258,13339.72546
54643,211309.9059,2392.843063,19392.15595
54644,606.5142538,106.2812044,4843.456726
54645,238049.7634,2034.85178,23748.63062
54646,98561.48011,1345.857288,9702.635468
54647,18654.92448,587.2588882,100.946354
54648,4808.463804,336.463886,62.80934383
54649,13601.16073,691.1094273,174.9486292
54650,10023.22491,451.1888947,2254.903717
54651,516485.1503,4121.69777,942.446348
54652,229192.8443,3096.245784,57102.88834
54653,632462.4117,3521.599645,3969.029131
54654,184968.9503,3453.793759,10999.73986
54655,1974.552187,195.3133391,566.0915785
54656,2641.729455,220.3949155,353.7656363
54657,3549.275997,323.7576798,505.2733933
54658,70510.36649,1781.712529,15995.71517
54659,1572073.694,6903.857249,7947.495151
54660,2901825.418,7837.018218,12668.83765
54661,6883.910803,559.0052116,336.8999103
54662,3083.980336,293.7907609,276.9444544
54663,2211573.463,13005.01085,1392.129141
54664,236427.1827,2738.193064,143.9696049
54665,1703.209514,199.9826669,40524.97468
54666,19090.48974,606.8123081,59031.71373
54667,17029.18134,676.0249401,476.6163626
54668,332042.2211,2226.910058,15590.19992
54669,5984952.669,11941.97077,20850.78635
54670,6218.961253,308.9450269,18393.4903
54671,133016.8074,1590.53878,7839.255061
54672,22952.52622,838.1852284,137.6370783
54673,410732.5745,3021.58232,11250.58141
54674,70785.56275,1868.78254,1699.683619
54675,232093.7476,2644.567779,6965.551121
54676,1105086.314,5948.870834,6304.369212
54677,10367.46745,833.9352512,2759.670246
54678,6190.490136,382.6505941,39963.7527
54679,2809672.3,12807.0684,19191.21358
54680,5739.021497,407.8248709,324.4236868
54681,42283.2153,913.4051718,322.1895764
54682,5189.636043,328.476471,229.914314
54683,4103.212816,337.5596766,200.9164857
54684,144014.6267,1403.531582,15738.79203
54685,10096.26542,716.8427995,1515.032074
54686,50592.73072,1196.27185,959.3733943
54687,4021.204326,275.5839751,1576.839588
54688,127927.0587,1727.276227,1308.317545
54689,152069.8147,2665.894241,12232.30556
54690,141725.5814,1381.116576,16425.31976
54691,145081.2683,1963.905633,57608.50557
54692,98883.36601,2463.312854,556.1411441
54693,1355056.346,4761.053615,2487.801232
54694,154346.8863,1876.442698,12402.28914
54695,2873.234714,234.4789275,300.3773825
55037,311637.9282,2337.752005,6624.075896
55038,33614.41703,921.086664,4943.426346
55039,533592.7048,5200.707672,570.3666459
55040,63322.74439,954.0303251,4495.715664
55041,10465.01679,545.4938741,209.221168
55220,281713.3275,2118.655265,197.2389199
55221,46568.94884,1383.606848,17848.77979
55222,18459.2025,667.3976766,16393.85315
55223,102089.7014,1504.21783,15417.6816
55224,20016.41183,645.5770588,8253.47888
55225,5653.855338,288.4266834,8128.611602
55226,6463.502083,358.4078822,8541.059633
55227,150151.809,1527.841643,7151.268118
55228,51227.23482,1754.866013,5468.136799
55229,63280.18965,1209.58065,4429.610349
55230,47459.21897,1065.801911,3872.467905
55231,51978.64896,1084.216725,3023.456914
55232,74198.28185,1421.445393,447.6568088
55233,85623.38249,1811.905316,19625.63731
55234,23329.21119,603.9631848,20220.23208
55235,9232.659414,393.0824509,8572.813958
55262,509901.0585,3484.879247,10565.55759
55263,71911.8967,1134.588368,9881.88481
55264,53415.73241,895.3503478,9268.700029
55265,752.969241,144.4497047,9791.41128
55266,76819.3186,1329.528528,12922.47903
55267,486080.3141,3406.237217,6534.354166
55268,144269.8528,1683.238416,5743.717241
55269,2134.159521,234.5264158,6786.597423
55270,183326.1069,2095.745882,9982.317008
55271,193755.6849,1987.101914,1089.684401
55272,117758.8051,1371.58992,233.7705799
55273,67347.63827,1258.928566,188.4174009
55274,7897.844167,436.6369954,434.3902297
55275,330231.1252,3697.502949,87766.39344
55276,659390.8497,4454.254897,80895.96201
55277,603976.2711,4229.201882,44395.1133
55278,219452.9152,2425.022386,42317.54296
55279,125180.8528,1705.256539,42586.82879
55280,64070.43363,1200.216959,38957.04009
55281,13565.18697,562.4355639,30955.06339
55282,28639.59505,752.7497615,32904.72497
55283,6783.201128,457.4463128,33616.33038
55284,5266.555768,363.195302,1961.268578
55285,129832.7542,2321.113799,262.6021353
55286,152405.6711,2350.643897,1076.477148
55287,24835.93064,660.2520791,1284.308186
55288,44401.68722,966.7294585,138.4789997
55289,47790.14012,1081.261013,1343.671721
55290,78267.94599,1191.659901,1514.562881
55291,112130.7903,1528.567303,448.1178771
55292,273018638.1,119629.6104,59.06752749
55293,49545572.67,46823.9606,24.5329224
55294,7686861.437,12640.38848,43.57277144
55295,1008256.803,3997.530826,421.0207648
55296,785191.341,4123.147851,32688.92317
55297,37785.46494,862.0865406,27424.69645
55298,30076458.65,35035.94947,46.33734319
55299,2221398.842,8616.844054,3153.506556
55300,293639.6195,2374.369034,3123.756711
55301,3063720.74,9346.497361,1194.46834
55302,1191370.838,6061.354881,1571.809954
55303,694439.7116,4893.482238,1472.122054
55304,752161.7431,3576.68964,29.27043501
55309,473224.3602,3750.315491,26518.05833
55320,659274.7515,4546.02021,47084.72685
55321,19629.64795,590.9356416,541.6866156
55322,5285.642701,336.896566,813.1366969
55323,23893082.03,43141.32942,77.66524722
55324,5336867.221,12291.43021,60.85874293
55325,14200726.98,28632.3489,155.9077515
55326,2074006.447,7250.254362,275.9287171
55327,16255529.2,23803.87295,85.13337391
55328,4407042.831,10158.72982,1116.697971
55329,3375154.436,8474.039602,102.3712048
55330,2190519.522,6804.255872,746.3248275
55331,115540132,47365.88134,1329.025038
55332,3117318.516,7893.622293,1177.333893
55333,43320410.75,33536.40109,3182.105091
56095,135331.8348,1807.453465,420.4154105
56096,26528111.22,49501.87724,363.056651
56097,8246165.824,13501.50701,2197.428997
56098,2645688.849,7118.966115,3751.448313
56099,4021210.845,8180.559741,4600.544635
56100,410792.3175,3951.57798,10477.95581
56101,744066.9466,3614.959141,11937.81701
56102,370467.7882,4062.380543,10466.81895
56103,257723.2334,2605.84127,9235.675311
56104,831064.7508,4285.589487,524.8590357
56981,424854.7098,3253.367972,773.7139582
56982,81910.48074,1094.399914,91.83136728
56983,85787.01137,2000.76113,27.5601414
57105,4450671.198,12318.80761,74.31911282
57106,501655.7501,3767.660308,480.4837088
57107,112251.9516,1481.756297,1364.07569
57108,118869.9373,1374.329606,49.92317783
57109,1479394.193,5557.940394,1006.518031
57110,7002973.735,18394.7093,86.83681939
57111,141303.0098,2211.649823,227.659129
57112,51075.62859,1335.33605,1219.922977
57113,181598.3829,2917.162754,489.7799703
57114,16017.62897,552.6897626,1854.068228
57115,65385.96788,1304.505407,2118.131146
57116,23472.10865,703.2948572,2943.721752
57117,112652.1326,1591.926101,3338.27925
57118,16347.83675,731.8836652,2642.90745
57119,5540.996008,330.9967279,2225.161137
57120,11082.77476,554.683075,3618.01318
57121,44568.42187,1012.662941,2389.246277
57122,125101.7457,2046.350952,561.3580254
57123,59825.66998,1369.365972,189.0341086
57124,499684.721,3911.355587,815.0022334
57125,428801.2956,3807.080276,878.0902014
57126,415118.0075,3692.967817,2816.013259
57127,3124281.663,14204.1556,1763.889376
57128,21792.46215,783.1146029,3213.255986
57129,40587.64428,803.777997,2104.206729
57130,66044.61776,982.6057487,1017.425566
57131,103408.0384,1999.713996,3266.410485
57132,84961.85387,1323.290446,5967.423354
57133,1948078.176,13424.085,5230.133012
57134,494294.6198,5414.658194,7548.056234
57135,931419.5604,6033.218213,8757.45131
57136,16995.67495,650.8859387,13054.03941
57137,1067413.416,8680.062518,13302.87894
57138,1753445.55,8376.303829,8300.728178
57139,76466.97387,1635.835023,9954.951671
57140,9437.728338,514.9210055,7969.199885
57141,16989.23325,523.9641891,7650.984129
57142,15406191.98,38056.10547,8137.58256
57143,4697661.738,15279.23296,13217.32293
57144,257286.9943,4224.905728,16813.25121
57145,409245.2526,3963.321386,2667.954735
57146,3263442.029,7101.784183,157.3899738
57147,449555.7681,3520.63868,218.9503397
57148,75486.85143,1275.517253,597.4235023
57149,57680.06725,1442.813681,119.436659
57150,348461.5534,2820.742836,75.38313297
57159,4816839.19,17032.91553,77106.36073
57160,9351115.904,64037.86168,75285.49193
57161,1005399.565,10733.20985,81728.96625
57162,336706.0684,4679.136581,81509.48566
57163,568012.4832,6917.62641,83144.94167
57164,354322.6933,3563.48951,85323.17819
57165,1092962.268,7856.408087,83990.92379
57166,272934.5003,4123.599916,78415.41798
57167,305273.091,7259.376606,79255.17696
57168,494557.6272,6794.90451,76635.47037
57169,140312.8046,2579.685982,75933.20717
57170,109035.1889,1904.342811,82927.39434
57171,201386.8051,2905.461087,72225.55632
57172,82504.56854,2436.704089,73462.59461
57173,56355.08133,1649.351269,76783.75474
57178,5390047.315,12185.55477,877.9172471
57179,893902.3299,4791.356288,546.1189789
57184,488938.0693,2728.298425,208.8930749
57187,12743951.55,29807.04272,160.3674707
57188,795974.0501,7501.017485,1686.39998
57189,3473438.103,11721.79531,344.8226138
57190,43912.77675,1780.16731,1679.752922
57191,12915.88247,570.9095498,3767.199934
57192,296356.9306,3400.08877,201.946627
57193,199222.2616,2600.536796,1193.636181
57194,743208.9626,5643.115579,9289.490502
57195,13954716.27,29825.69451,7575.843326
57196,332444.1153,3021.536752,91.48048026
57197,650213.2968,4918.074127,74.85879607
57544,2691327.241,9450.748464,2950.948996
57545,314969.8039,2898.896638,4445.081537
57546,397843.4752,2679.874273,3902.616149
57547,275923.1901,2747.092592,6061.538194
57548,193624.8772,2512.202944,7075.837121
57549,124186.7771,1812.018332,6394.955619
57550,39244.76361,1140.103737,5913.057224
57551,437829.2547,4517.551879,3436.360594
57552,169406.3447,2277.515285,13338.44596
57553,1402837.885,7950.363612,288.2478908
57554,125841.5961,2082.720341,1125.034396
57555,55743.61565,967.2637016,2556.444219
57556,46278.86735,1185.390769,1547.018095
57557,85656.53489,1264.350397,883.0407743
57558,351419.3963,3638.456734,516.2529444
57559,71113.28453,1863.115281,233.1422669
57560,3380931.524,15593.77764,9975.449214
57561,19572.31656,891.6157433,10038.52008
57562,90376.17908,1756.948336,5971.018314
57563,329971.829,5738.123828,2451.722213
57564,153039.7231,2850.293874,1859.200273
57565,69057.41864,1440.186905,4258.145423
57566,955352.867,8685.438265,321.0527482
57567,207226.3461,2656.405609,212.5831363
57568,119231.3858,3033.349678,875.3855383
57569,1751375.229,9194.414117,113.0060006
57570,1855402.596,15156.26816,967.4829834
57571,305900.5928,3200.199064,2853.692836
57572,934151.4344,10301.03801,2052.925098
57573,157997.8957,2666.362126,4088.543279
57574,30297.72727,1447.864766,3708.630839
57575,3509225.209,14405.67071,273.1712053
57576,1932252.871,12547.79727,1188.906484
57577,122458.4598,3004.768078,1404.822736
57578,968805.3394,7067.501581,758.9101413
57579,354017.5782,4206.152154,368.3674431
57580,626620.7756,4910.081558,585.9904266
57581,882344.0989,6966.722583,153.7501696
57582,94236.99758,3748.76168,24195.65532
57583,38528.01591,1207.675994,24526.5923
57584,197671.5738,2722.541287,23607.10184
57585,769073.8379,6675.824827,22318.09074
57586,959748.4861,5931.800475,20739.63699
57587,4367940.982,18229.88851,15797.85311
57588,79796.13979,1224.644193,17611.02422
57589,776214.3659,6800.574263,10762.60916
57590,101315.0192,2503.409849,13345.30648
57591,146322.8814,2836.730194,10833.42837
57592,30669.50729,912.0536569,10658.52729
57593,513624.8144,4154.314386,9612.952852
57594,52474.37482,1126.158394,10598.84481
57595,315557.6935,2936.63019,7835.07039
57596,17733.25806,854.4296896,9715.123863
57597,114534.7845,4012.62639,7601.077664
57598,55046.91595,1153.607557,7163.498667
57599,94478.94198,1558.378177,5956.636892
57600,136691.4334,2544.693811,6097.035672
57601,66865.01638,1395.887145,3725.962335
57602,77207.15436,1385.512435,2172.807542
57603,258196.7014,4865.78567,80.40117653
57604,257019.6631,6704.805651,713.390839
57605,87216.58383,1863.374198,11696.90618
57606,115672.0338,1903.592567,10953.19291
57607,230610.2756,2497.897728,10705.61176
57608,205625.0525,3473.842247,15261.67846
57609,73552.15058,1591.07907,14689.05144
57610,1087055.975,8110.799515,12638.65841
57611,1761349.619,13088.39797,9491.883728
57612,863085.4145,6947.568197,12028.05264
57613,36329.38109,1544.516714,8970.832819
57614,49526.62632,1236.789194,10636.77587
57615,28090.95415,917.9729358,7162.376159
57616,39547.41856,1223.941384,7236.179464
57617,43612.33656,1067.830331,7029.728401
57618,18510425.71,56747.90785,1782.672683
57619,1341682.216,8621.396777,2745.31899
57620,3686829.106,15952.75379,134.5622401
57621,50636.87252,953.2569699,2386.229611
57622,29206.63245,847.2712468,6626.043659
57623,8133.268711,482.0420678,6164.276239
57624,124577.289,1724.824185,851.3117305
57625,142698.8481,1754.341982,1595.210534
57626,1326297.255,13239.18298,244.1933033
57627,546878.3594,6480.407559,240.0787214
57628,42891.31909,1142.355273,204.3288598
57629,183873.092,4203.694794,1967.320796
57630,1762115.792,15865.58109,76.89812071
57631,4806.56826,590.6095505,2659.292728
57632,18487.15057,582.1806911,923.6113795
57633,440185.0635,3750.531065,491.3782993
57634,22554.88298,701.7023512,1101.380678
57635,367498.2324,6893.758816,1942.535392
57636,21076.9226,993.9246796,2543.416499
57637,169356.9065,1923.613714,280.0150048
57638,10354.59322,471.2947981,173.700592
57639,56891.08328,1143.114218,135.5427745
57640,2334144.76,13425.53133,157.7095229
57641,3709362.866,12846.77181,4013.916925
57642,207120.5178,4376.679859,3230.550348
57643,3128832.147,12485.02829,10304.71002
57644,1155077.752,7915.367538,10524.88334
57645,20341.82988,566.1648476,13694.0144
57646,42902.78947,957.5655443,13245.60088
