FID,area,perimeter,area_2,perimeter_,FID_2,area_3,perimete_1,distance
"127394",0.000172419826501,0.053945961667643,1874299.578542858362198,5698.827850988018326,"141273",685.628724642505063,421.725075245091944,59269.400543871292030
"127401",0.000000978153295,0.004504699211891,10854.752506628632545,466.718119335766119,"141273",685.628724642505063,421.725075245091944,155.702576676707167
"127402",0.000000179588635,0.002163203502446,1992.939551405608654,229.551308972055779,"141273",685.628724642505063,421.725075245091944,53.218221462461351
"127405",0.000007782845425,0.017507586807463,78104.094550356268883,1776.572855555356227,"141273",685.628724642505063,421.725075245091944,2572.863005948594491
"127408",0.000005883208000,0.011532788703649,69937.610287658870220,1261.349931979565099,"141273",685.628724642505063,421.725075245091944,16279.961469052608663
"127525",0.000010846987200,0.021289213780787,113282.249243350699544,2225.442648925286903,"141273",685.628724642505063,421.725075245091944,667.883864267368040
"128467",0.000970995983096,0.138948178642172,11204047.080777578055859,15023.663243384276939,"141273",685.628724642505063,421.725075245091944,2699.084892284713533
"130447",0.136392559559244,4.612082961259852,1645252109.186621427536011,506761.169286226504482,"141273",685.628724642505063,421.725075245091944,58413.476935426697310
"133736",0.000000710741445,0.003828331125309,7445.685393920168281,401.663348056047369,"141273",685.628724642505063,421.725075245091944,16627.117995046868600
"137029",0.000000096137720,0.001537297781177,1009.351777374744415,152.856579657678964,"141273",685.628724642505063,421.725075245091944,1846.387443857482594
"138461",0.000001900275765,0.006272662780093,19889.992223456501961,619.136970554376830,"141273",685.628724642505063,421.725075245091944,22.657176895167236
"138462",0.000001782301715,0.005365429410639,18654.999646477401257,545.036788701313640,"141273",685.628724642505063,421.725075245091944,30.659195060209353
"139236",0.000009341207740,0.018054456047141,101953.212262719869614,1834.517761531896213,"141273",685.628724642505063,421.725075245091944,26.488657110255247
"139271",0.000006236846530,0.010639938225610,62988.707537338137627,1033.847417075431395,"141273",685.628724642505063,421.725075245091944,91.721881150443323
"139272",0.000000457453300,0.002642987851211,4616.771384935826063,267.632748745322942,"141273",685.628724642505063,421.725075245091944,215.438786196054963
"139273",0.000027043599340,0.025504539350024,273178.096820741891861,2540.904060773370020,"141273",685.628724642505063,421.725075245091944,706.540662358073860
"139414",0.000000337896120,0.002997324930210,3316.956007376313210,294.602871686866649,"141273",685.628724642505063,421.725075245091944,3.270272495946770
"139415",0.000001120775410,0.006490313175208,11059.013202674685090,644.637366503146836,"141273",685.628724642505063,421.725075245091944,2196.349966686672360
"139416",0.000004449500720,0.012450459341286,43901.986209832131863,1194.264328829901160,"141273",685.628724642505063,421.725075245091944,2458.343678915439796
"139417",0.000000131065230,0.002006182449332,1293.241662196815014,192.165118030334867,"141273",685.628724642505063,421.725075245091944,2472.406752359700022
"139418",0.000000174832085,0.002176251657121,1725.090686211362481,213.129382730016886,"141273",685.628724642505063,421.725075245091944,2397.078607736049889
"139563",0.000036062367175,0.033702680213626,371275.562692396342754,3216.833950402678056,"141273",685.628724642505063,421.725075245091944,6556.936354517227301
"139564",0.000344701909515,0.118181796983281,3548653.876376256346703,11809.873867129932478,"141273",685.628724642505063,421.725075245091944,2448.469424246679864
"139565",0.000002414578160,0.005585811558387,24856.963898770511150,563.413437924271420,"141273",685.628724642505063,421.725075245091944,13126.450217362433250
"139566",0.000001178734265,0.004524417883918,12134.403608420863748,453.523452460900444,"141273",685.628724642505063,421.725075245091944,11171.510216909031442
"140399",0.000007305814670,0.035001651739446,76343.784810600802302,3851.968585358821201,"141273",685.628724642505063,421.725075245091944,297.932561178997048
"140400",0.000000812030605,0.006032588985340,8483.136850927025080,605.799891913663600,"141273",685.628724642505063,421.725075245091944,451.038073918480393
"140401",0.000000098399590,0.001902999445029,1027.764630295336246,186.444189778178583,"141273",685.628724642505063,421.725075245091944,957.234703600518174
"140402",0.000000385536605,0.003630585926500,4026.839686650782824,361.012333912737802,"141273",685.628724642505063,421.725075245091944,862.381522097354491
"140403",0.000001219757200,0.007351564115960,12740.494140980765224,755.698151314603138,"141273",685.628724642505063,421.725075245091944,913.989823762409515
"141163",0.000005013586980,0.011733870059178,50578.200601756572723,1196.002994659240130,"141273",685.628724642505063,421.725075245091944,2786.505551219378503
"141164",0.000004786966390,0.010733214118950,48282.486186340451241,1035.941143246440106,"141273",685.628724642505063,421.725075245091944,5082.831754340161751
"141659",0.000045457300245,0.043182776141105,462344.200716689229012,4230.279285086257914,"141273",685.628724642505063,421.725075245091944,41.356882247299794
