,Family,Genus,Species,Introduced..y.n.,Body.mass_Mean..g.,Total.body.Length_Mean..mm.,SVL_Mean..mm.,Longevity..days.,Limbs,Sociality,Sexual.maturity..days..,Gestation.length..days.,Litter.clutch.size,Litters.clutches.per.year,Weaning.age..days..,Plant..0.1.,Terrestrial.vertebrate..0.1.,Fish..0.1.,Invertebrate..0.1.,Carrion..0.1.,trophic_level,brain_mass_g,DigitsWebbed,DigitsClaws,DigitsFlippers,DigitsHooves,LocoAquatic,LocoArboreal,LocoFossorial,LocoGliding,LocoCursorial,LocoSaltation,LocoTerrestrial,day_active,night_active,crepuscular_active,niche_aerial,niche_arboreal,niche_ground,niche_marine,niche_scansorial
380,Vespertilionidae,Scotorepens,sanborni,N,9.915,90,52,3540.5,4,Gregarious,400.624118,210,1.5,1.237205833,29,0,0,0,1,0,3,0.158,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
381,Molossidae,Setirostris,eleryi,N,5.8,78,45,4282.974409,4,Gregarious,453.9945016,135.2350482,1,1.06004004,75.06196553,0,0,0,1,0,2.9795,4.611833848,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
382,Macropodidae,Setonix,brachyurus,N,2821.15,817.5,520,5040.042,4,Gregarious,442.19,26.945,1,1.4,249.12,1,0,0,0,0,1,17.5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
383,Dasyuridae,Sminthopsis,archeri,N,16,212,92.42,1165.766214,4,Solitary,307.1459972,20.39309939,8.15,1.302266591,83.98653746,0,0,0,1,0,3,0.416,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
384,Dasyuridae,Sminthopsis,bindi,N,17.5,162,75,1238.965425,4,Solitary,290.7404404,20.54730371,6.562635206,1.39026044,82.46636643,0,0,0,1,0,3,0.363,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
385,Dasyuridae,Sminthopsis,butleri,N,25,193,108,1361.807435,4,Solitary,300.8218516,19.21078564,6.465723306,1.36977419,86.96452737,0,0,0,1,0,3,0.35,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
386,Dasyuridae,Sminthopsis,crassicaudata,N,15.98,130,75,1852.375,4,Solitary,148.31,15,7,2,70,0,1,0,1,0,3,0.373,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
387,Dasyuridae,Sminthopsis,dolichura,N,14.39,169.1,74.5,1157.05,4,Solitary,289.12,21.85550958,7.2,1.1,90,0,1,0,1,0,3,0.409,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
388,Dasyuridae,Sminthopsis,douglasi,N,55,265,95,1183.208,4,Solitary,182.64,16.2000174,6.79,2,78.90731248,0,0,0,1,0,3,0.363,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
389,Dasyuridae,Sminthopsis,fuliginosa,N,19,176,88,912,4,Solitary,365,19.06244602,8,1,70,1,1,0,1,0,3,0.508,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
390,Dasyuridae,Sminthopsis,gilberti,N,19.5,184,92,1201.569679,4,Solitary,311.1246277,24.71375826,7,1.206553921,89.22602981,0,0,0,1,0,3,0.435,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
391,Dasyuridae,Sminthopsis,granulipes,N,25,143,83,1226.249067,4,Solitary,303.3122273,20.24064568,6.541348052,1.381239766,83.71385034,0,0,0,1,0,3,0.455,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
392,Dasyuridae,Sminthopsis,hirtipes,N,15,162,77,517.083,4,Solitary,298.031899,19.33012921,6.873616095,1.385529091,82.41053951,0,1,0,1,0,3,0.41,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
393,Dasyuridae,Sminthopsis,leucopus,N,23.36,206,112,912.5,4,Solitary,360.05,16.16,8,1,84.51,0,1,0,1,0,3,0.41,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
394,Dasyuridae,Sminthopsis,longicaudata,N,18,305,100,1395.780837,4,Solitary,277.3673731,17.41989273,5.937467778,1.453965813,86.19965518,0,0,0,1,0,3,0.435,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
395,Dasyuridae,Sminthopsis,macroura,N,21.3,115,95,1791.542,4,Solitary,145.8,12,7,2,70,0,1,0,1,0,3,0.414,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
396,Dasyuridae,Sminthopsis,murina,N,16.35,160,81,730,4,Solitary,181.51,12.5,8,2,70.63,0,0,0,1,0,3,0.44,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
397,Dasyuridae,Sminthopsis,ooldea,N,11.595,151,72,1095,4,Solitary,324.38,20.87,7.24,1.1,69.8,0,1,0,1,0,3,0.395,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
398,Dasyuridae,Sminthopsis,psammophila,N,33.5,215,105,1825,4,Solitary,308,18,5.49,1.5,91.32,0,1,0,1,0,3,0.54,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
399,Dasyuridae,Sminthopsis,virginiae,N,34,270,110.07,1943.625,4,Solitary,230.31,15.655,3.305,2.22,89.49,0,1,0,1,0,3,0.34,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
400,Dasyuridae,Sminthopsis,youngsoni,N,10,133.7,68.5,1943.625,4,Solitary,273.96,21.63598828,5.5,1.1,83.12515341,0,0,0,1,0,3,0.384,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
401,Muridae,Sommeromys,macrorhinos,N,32.5,208.1952166,203.30165,4380,4,Gregarious,164.4406295,30.19758496,3.575708747,2.29779602,50.18273517,1,0,0,1,0,1.863634127,27.45552285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
402,Delphinidae,Sousa,sahulensis,N,279999.99,2500,1211.985223,9106.75,2,Gregarious,2779.967,365.28,1,0.332,448.31,0,0,1,0,0,3,1341.831,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
403,Phalangeridae,Spilocuscus,maculatus,N,4155.23,457.96,508.3798479,6205,4,Solitary,221.76,12.995,1.63,1.1,240.375,1,0,0,0,0,1,13.882,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
404,Phalangeridae,Spilocuscus,nudicaudatus,N,4900,1015,580,4130.050209,4,Solitary,555.7891712,19.9786992,3,1.267586833,209.9559398,1,0,0,0,0,1.445619841,15.30439232,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
405,Delphinidae,Stenella,attenuata,N,112500,2135,1131.448265,16790,2,Gregarious,2773.1,345.095,1,0.35,543,0,0,1,1,0,3,780,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
406,Delphinidae,Stenella,coeruleoalba,N,122950,2900.42,1256.981188,20987.5,2,Gregarious,3724.6,368.276,1.5,0.31,456.25,0,0,1,1,0,3,836.333,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
407,Delphinidae,Stenella,longirostris,N,72666.665,2519.995,1197.986547,10594.125,2,Gregarious,2458.56,316.534,0.99,0.42,405.05,0,0,1,1,0,3,450,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
408,Delphinidae,Steno,bredanensis,N,118250,2594.995,1169.505984,17520,2,Gregarious,3194.688,338.2057325,1.059197468,0.473789791,60.88,0,0,1,0,0,3,817.717,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
409,Suidae,Sus,scrofa,Y,135000,1574.995,165,9855,4,Gregarious,350.76,115.2,5.567,1.5,97.88,1,0,0,1,1,2,169.003,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
410,Pteropodidae,Syconycteris,australis,N,17.55,69.69,69.69,2190,4,Solitary,289.165,109.584,1,2,56,1,0,0,0,0,1,0.592,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
411,Tachyglossidae,Tachyglossus ,aculeatus,N,7000,450,642.662604,6878.169849,4,Solitary,560.5743926,36.0400871,1.561510452,1.123777294,155.2094531,0,0,0,1,0,3,22.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
412,Emballonuridae,Taphozous,australis,N,24.215,115,90,3017.887608,4,Gregarious,478.368,98,1,1,47.005,0,0,0,1,0,3,0.503,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
413,Emballonuridae,Taphozous,georgianus,N,24.43,109,79.24,1825,4,Gregarious,278.27,99.055,1,1,42,0,0,0,1,0,3,0.469,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
414,Emballonuridae,Taphozous,hilli,N,21.99,101,71,3741.922387,4,Gregarious,430.8093107,142.5796175,1,1.176731464,81.7930284,0,0,0,1,0,3,0.501,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
415,Emballonuridae,Taphozous,kapalgensis,N,26.45,107,82,3730.540252,4,Gregarious,428.8878951,153.9223663,1.014134071,1.208991167,85.07263874,0,0,0,1,0,3,0.554,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
416,Emballonuridae,Taphozous,troughtoni,N,27.475,123,79.24,1825,4,Gregarious,443.535,99.055,1,1,42,0,0,0,1,0,3,0.514,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
417,Tarsipedidae,Tarsipes,rostratus,N,10,185,77.34,730,4,Solitary,177.2,61.27,2.965,3,89.74,1,0,0,0,0,1,0.373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
418,Ziphiidae,Tasmacetus,shepherdi,N,1400000,5300,1268.522573,20784.43069,2,Gregarious,3158.472649,337.5744242,1.001868766,0.434365696,270.6298946,0,0,1,0,0,3,2856.998,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
419,Thylacinidae,Thylacinus,cynocephalus,N,25000,1950,1300,4745,4,Solitary,409.842245,43.59601656,3,1.55,60.88,0,1,0,0,0,2.63266746,60.26566061,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
420,Macropodidae,Thylogale,billardierii,N,5432.93,1047,630,3650,4,Solitary,418.85,29.865,1,1,245.585,1,0,0,0,0,1,22.896,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
421,Macropodidae,Thylogale,stigmatica,N,4305.735,935,492,3540.5,4,Gregarious,386.63,29,1,1.55,251,1,0,0,0,0,1,18.441,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
422,Macropodidae,Thylogale,thetis,N,4599.975,950,520,3285,4,Gregarious,627.19,30.76161807,1,1.56,209.7,1,0,0,0,0,1,19.891,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
423,Phalangeridae,Trichosurus,caninus,N,3115.06,920,580,6205,4,Solitary,1095,16.2,1.02,1,241.95,1,0,0,0,0,2,12.225,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
424,Phalangeridae,Trichosurus,cunninghami,N,3400,866,516,5840,4,Solitary,730,17,1,1,252,1,0,0,0,0,2,12.648,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
425,Phalangeridae,Trichosurus,vulpecula,N,2001.167,950,526.39,5803.5,4,Solitary,420.91,17.25,1.007,1.6,194.235,1,0,0,0,0,2,11.421,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
426,Delphinidae,Tursiops,aduncus,N,141150,2400,1148.753437,19345,2,Gregarious,4544.15,365,1,0.5,592.629,0,0,1,1,0,3,1340.078,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427,Delphinidae,Tursiops,truncatus,N,230000,3628.955,1191.341563,19345,2,Gregarious,3354.8,365,1,0.5,562.229,0,0,1,0,0,3,1551.445,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428,Muridae,Uromys,boeadii,N,415.1527112,360.6550305,285.7546152,3175.704722,4,Gregarious,185.6461833,40.89141691,2.197516595,2.149271675,36.63767375,1,0,0,1,0,1.818925397,28.88366143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
429,Muridae,Uromys,caudimaculatus,N,644.42,662,341.505,1460,4,Gregarious,184.63,39.056,1.76,2.208850278,40.24,1,1,0,1,0,1,4.162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
430,Muridae,Uromys,emmae,N,415.1527112,360.6550305,285.7546152,3175.704722,4,Gregarious,185.6461833,40.89141691,2.197516595,2.149271675,36.63767375,1,0,0,1,0,1.818925397,28.88366143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
431,Muridae,Uromys,hadrourus,N,149.11,398,194,1460,4,Gregarious,153.291389,35.10080093,3,2.740339175,18.6,1,0,0,1,0,2,2.224,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
432,Muridae,Uromys,siebersi,N,634.71,283.01,290.6632461,3283.214948,4,Gregarious,183.623,39.056,1.76,2.129265179,40.24,1,0,0,1,0,1.734246032,28.77273743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Vespertilionidae,Vespadelus,baverstocki,N,4.3,70,40,1779.705441,4,Gregarious,355.4943627,88.91161846,1,1.128189083,51.23340553,0,0,0,1,0,3,0.811,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
434,Vespertilionidae,Vespadelus,caurinus,N,6.79,75,40,1095,4,Gregarious,329.0923817,90.87770801,1.29,1.120521563,36.41,0,0,0,1,0,3,0.154,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
435,Vespertilionidae,Vespadelus,darlingtoni,N,6.06,80.9,45.6,1095,4,Gregarious,364.4204181,89.9391018,1,1.095649302,49.93626312,0,0,0,1,0,3,0.173,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
436,Vespertilionidae,Vespadelus,douglasorum,N,4.99,75,39,1481.857116,4,Gregarious,361.5928555,90.54461249,1,1.07534,49.68228327,0,0,0,1,0,3,0.149,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
437,Vespertilionidae,Vespadelus,finlaysoni,N,5,75.3,40.1,1095,4,Gregarious,354.778568,91.81406061,1.2,1.076573631,46.05356795,0,0,0,1,0,3,0.162,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
438,Vespertilionidae,Vespadelus,pumilus,N,5.4,78,44,2190,4,Gregarious,420.91,111.304671,1.21,1,46.6,0,0,0,1,0,3,0.122,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
439,Vespertilionidae,Vespadelus,regulus,N,5.05,85,46,2920,4,Gregarious,410.0106896,91.93,1,1,60.41,0,0,0,1,0,3,0.189,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
440,Vespertilionidae,Vespadelus,troughtoni,N,5.5,81,43,1095,4,Gregarious,350.4498949,89.88955951,1.339485861,1.098420913,45.22827363,0,0,0,1,0,3,0.171,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
441,Vespertilionidae,Vespadelus,vulturnus,N,3.77,83,48,212.917,4,Gregarious,395.418617,86.93868358,1,1,49,0,0,0,1,0,3,0.157,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
442,Camelidae,Vicugna,pacos,Y,19570,1862.670978,2183,8985.631193,4,Gregarious,547.5,342,1.267370463,0.985273575,186.4267234,1,0,0,0,0,1.203915873,217.0046347,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
443,Vombatidae,Vombatus,ursinus,N,25750,1010,985,10959.125,4,Solitary,755.15,28.5,1,0.77,398.725,1,0,0,0,0,1,61.124,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
444,Canidae,Vulpes,vulpes,Y,4580.3,1190,630,7774.5,4,Gregarious,321.07,52.352,4.732,1,49.71,1,1,0,1,1,2,46.198,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
445,Macropodidae,Wallabia,bicolor,N,14812.475,1593.5,798.5,6132,4,Gregarious,490.72,35.94,1.02,1.4,351.725,1,0,0,0,0,1,32.7,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
446,Phalangeridae,Wyulda,squamicaudata,N,1799.21,695,395,2190,4,Solitary,834.72,18.59622632,1.01,1,240.97,1,0,0,0,0,2,10.36,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
447,Muridae,Xeromys,myoides,N,45.2,208.5,103.5,879.042,4,Gregarious,126.3290935,33.62144991,2,2.672401504,34.31610819,0,0,0,1,0,2,1.08,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
448,Tachyglossidae,Zaglossus,attenboroughi,N,3000,623.2287176,635.3298325,7769.618783,4,Solitary,578.109812,45.64273533,1.45743902,1.134672643,171.6024833,0,0,0,1,0,2.73741746,63.14840595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
449,Tachyglossidae,Zaglossus,bartoni,N,8951.71,675,756.3254087,15038,4,Solitary,682.885248,10,1,1,152,0,0,0,1,0,2.699769048,155.4255245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450,Tachyglossidae,Zaglossus,bruijni,N,42023.43873,1031.625372,850.126592,10118.09446,4,Gregarious,610.770167,83.41993647,1.478354232,1.11730154,185.5571839,0,0,0,1,0,2.733774603,106.4686639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
451,Ziphiidae,Ziphius,cavirostris,N,3500000,8500,1245.02672,22630,2,Gregarious,4015,365,1,0.412589944,331.9006162,0,0,1,0,0,3,2004,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
452,Muridae,Zyzomys,argurus,N,45.21,233,108,1517.792,4,Gregarious,155.06,27.718,2.63,1.42,35.3,1,0,0,1,0,2,1.201,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
453,Muridae,Zyzomys,maini,N,93.995,296,146,2124.741325,4,Gregarious,168,36.15064217,2.5,1.811342167,30.50952805,1,0,0,0,0,1,1.519,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
454,Muridae,Zyzomys,palatalis,N,123,257,126,2263,4,Gregarious,224,35.32481181,2.5,1.791780393,34.89884476,1,0,0,0,0,1,1.741,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
455,Muridae,Zyzomys,pedunculatus,N,100,280,140,2737.5,4,Gregarious,168,36.23617871,2.436614194,1.792593111,30.75372439,1,0,0,0,0,1,1.43,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
456,Muridae,Zyzomys,woodwardi,N,112.51,265,143,1973.435666,4,Gregarious,155.06,36.22773712,2.23,1.065,35.3,1,0,0,0,0,1,1.711,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
